FECHA,CONTRATO,No. Concepto,Descripción detallada de los bienes                                (principio activo),Presentación                                         unidad de medida ,MAXIMO,MINIMO,CLAVE GOB,,
2015-02-18,METRO 2015,439,Suero antialacrán,Solución inyectable Frasco ámpula y diluyente con 5 ml,0,0,3842,,
2015-02-18,METRO 2015,440,Suero antiviperino,Solución inyectable Frasco ámpula y diluyente con 10 ml,0,0,3843,,
2015-02-18,METRO 2015,441,Suero antirrábico equino,Solución inyectable 1 000 UI/10 ml Frasco ámpula y diluyente con 10 ml,0,0,3844,,
2015-02-18,METRO 2015,442,Antitoxina tetánica equina,Solución inyectable 10 000 UI/10 ml Frasco ámpula y diluyente con 10 ml,0,0,3845,,
2015-02-18,METRO 2015,443,Faboterápico polivalente antialacrán,Solución inyectable Frasco ámpula con liofilizado y ampolleta con diluyente de 5 ml.,0,0,3847,,
2015-02-18,METRO 2015,444,Faboterápico polivalente antiarácnido,Solución inyectable Frasco ámpula con liofilizado y ampolleta con diluyente de 5 ml.,0,0,3848,,
2015-02-18,METRO 2015,445,Faboterápico polivalente antiviperino,Solución inyectable Frasco ámpula con liofilizado y ampolleta con diluyente de 10 ml.,0,0,3849,,
2015-02-18,METRO 2015,446,Faboterápico polivalente anticoralillo,Solución inyectable Frasco ámpula con liofilizado y ampolleta con diluyente de 5 ml.,0,0,3850,,
2015-02-18,METRO 2015,447,Vacuna contra el virus del papiloma humano,"Suspensión inyectable Tipo 6 20 µg  tipo 11 40
µg  tipo 16 40 µg y tipo
18 20 µg. 1 frasco ámpula o jeringas prellenadas con 0.5 ml.",0,0,4172,,
2015-02-18,METRO 2015,448,Vacuna contra el virus del papiloma humano,"Suspensión inyectable Tipo 6 20 µg  tipo 11 40
µg  tipo 16 40 µg y tipo
18 20 µg. 10 frascos ámpula o jeringas prellenadas con 0.5 ml.",0,0,4172.01,,
2015-02-18,METRO 2015,449,Vacuna contra el virus del papiloma humano,"Suspensión inyectable tipo 16 20 µg y tipo 18
20 µg. Envase con 1 frasco ámpula con 0.5 ml.",0,0,4173,,
2015-02-18,METRO 2015,450,Vacuna contra el virus del papiloma humano,"Suspensión inyectable tipo 16 20 µg y tipo 18
20 µg. Envase con 10 frascos ámpula con 0.5 ml.",0,0,4173.01,,
2015-02-18,METRO 2015,451,Vacuna contra el virus del papiloma humano,"Suspensión inyectable tipo 16 20 µg y tipo 18
20 µg. Envase con 100 frascos ámpula con 0.5 ml.",0,0,4173.02,,
2015-02-18,METRO 2015,452,Dexmedetomidina,Solución inyectable 200 µg 1 frasco ámpula.,0,0,247,,
2015-02-18,METRO 2015,453,Dexmedetomidina,Solución inyectable 200 µg 5 frascos ámpula.,0,0,247.01,,
2015-02-18,METRO 2015,454,Dexmedetomidina,Solución inyectable 200 µg 25 frascos ámpula.,0,0,247.02,,
2015-02-18,METRO 2015,455,Ketorolaco trometamina,Solución Inyectable 30 mg 3 frascos ámpula ó 3 ampolletas 1 ml,0,0,3422,,
2015-02-18,METRO 2015,456,Clonixinato de lisina,Solución inyectable 100 mg/ 2 ml 5 ampolletas con 2 ml,0,0,4028,,
2015-02-18,METRO 2015,457,Ibuprofeno,Tabletas o capsulas 600 mg envase con 10 capsulas,0,0,5942,,
2015-02-18,METRO 2015,458,Ibuprofeno,Tabletas o capsulas 600 mg envase con 20 capsulas,0,0,5942.02,,
2015-02-18,METRO 2015,459,Ibuprofeno,Tabletas o capsulas 600 mg envase con 30 capsulas,0,0,5942.04,,
2015-02-18,METRO 2015,460,Capsaicina,Crema 0.035 g Envase con 40 g,0,0,4031,,
2015-02-18,METRO 2015,461,Etofenamato,Solución inyectable 1 g Ampolleta de 2 ml.,0,0,4036,,
2015-02-18,METRO 2015,462,Dextropropoxifeno,Cápsula o comprimido 65 mg 20 cápsulas o comprimidos,0,0,107,,
2015-02-18,METRO 2015,463,Nalbufina,Solución inyectable 10 mg/ml 3 ampolletas,0,0,132,,
2015-02-18,METRO 2015,464,Nalbufina,Solución inyectable 10 mg/ml 5 ampolletas,0,0,132.01,,
2015-02-18,METRO 2015,465,Tramadol/paracetamol,Tableta 37.5 mg / 325.0 mg 20 tabletas,0,0,2096,,
2015-02-18,METRO 2015,466,Buprenorfina,Parche 30 mg Envase con 4 parches,0,0,2097,,
2015-02-18,METRO 2015,467,Buprenorfina,Parche 20 mg Envase con 4 parches,0,0,2098,,
2015-02-18,METRO 2015,468,Morfina,Solución inyectable 2.5 mg 5 ampolletas con 2.5 ml,0,0,2099,,
2015-02-18,METRO 2015,469,Buprenorfina,Tableta sublingual 0.2 mg 10 tabletas,0,0,2100,,
2015-02-18,METRO 2015,470,Buprenorfina,Tableta sublingual 0.2 mg 20 tabletas,0,0,2100.01,,
2015-02-18,METRO 2015,471,Metadona,Solucion oral 10 mg Envase con 30 ml y gotero de 1 ml,0,0,5910,,
2015-02-18,METRO 2015,472,Morfina,Solución inyectable 50 mg Ampolleta con 2 ml,0,0,2102,,
2015-02-18,METRO 2015,473,Morfina,Solución inyectable 10 mg 5 ampolletas,0,0,2103,,
2015-02-18,METRO 2015,474,Morfina,Tableta o cápsula de liberación prolongada 100 mg 14 tabletas o cápsulas,0,0,2104,,
2015-02-18,METRO 2015,475,Morfina,Tableta o cápsula de liberación prolongada 100 mg 20 tabletas o cápsulas,0,0,2104.01,,
2015-02-18,METRO 2015,476,Morfina,Tableta o cápsula de liberación prolongada 100 mg 40 tabletas o cápsulas,0,0,2104.02,,
2015-02-18,METRO 2015,477,Morfina,Tableta o cápsula de liberación prolongada 60 mg 14 tabletas o cápsulas,0,0,2105,,
2015-02-18,METRO 2015,478,Morfina,Tableta o cápsula de liberación prolongada 60 mg 20 tabletas o cápsulas,0,0,2105.01,,
2015-02-18,METRO 2015,479,Morfina,Tableta o cápsula de liberación prolongada 60 mg 40 tabletas o cápsulas,0,0,2105.02,,
2015-02-18,METRO 2015,480,Tramadol,Solución inyectable 100 mg/ 2 ml 5 ampolletas,0,0,2106,,
2015-02-18,METRO 2015,481,Tapentadol,Tabletas de liberacion prolongada 50 mg Envase con 30 tabletas de liberacion prolongada,0,0,5915,,
2015-02-18,METRO 2015,482,Tapentadol,Tabletas de liberacion prolongada 100 mg Envase con 30 tabletas de liberacion prolongada,0,0,5916,,
2015-02-18,METRO 2015,483,Hidromorfona,Tableta 2 mg 100 tabletas,0,0,2113,,
2015-02-18,METRO 2015,484,Buprenorfina,Solución inyectable 0.30 mg/ ml 6 ampolletas o frasco ámpula con 1 ml,0,0,4026,,
2015-02-18,METRO 2015,485,Fentanilo,Parche 4.2 mg 5 parches,0,0,4027,,
2015-02-18,METRO 2015,486,Morfina,Tableta 30 mg 20 tabletas,0,0,4029,,
2015-02-18,METRO 2015,487,Oxicodona,Tableta de liberación prolongada 20 mg 30 tabletas,0,0,4032,,
2015-02-18,METRO 2015,488,Oxicodona,Tableta de liberación prolongada 20 mg 100 tabletas,0,0,4032.01,,
2015-02-18,METRO 2015,489,Oxicodona,Tableta de liberación prolongada 10 mg 30 tabletas,0,0,4033,,
2015-02-18,METRO 2015,490,Oxicodona,Tableta de liberación prolongada 10 mg 100 tabletas,0,0,4033.01,,
2015-02-18,METRO 2015,491,Paracetamol,Solución inyectable. 500 mg. Envase con un frasco ámpula con 50 ml.,0,0,5720,,
2015-02-18,METRO 2015,492,Diazepam,Solución inyectable 10 mg / 2 ml Envase con 5 ampolletas con 2 ml,0,0,,,
2015-02-18,METRO 2015,493,Isoflurano,Líquido 100 ml Envase con 100 ml,0,0,232,,
2015-02-18,METRO 2015,494,Sevoflurano,Líquido 250 ml Envase con 250 ml,0,0,233,,
2015-02-18,METRO 2015,495,Desflurano,Líquido 240 ml. Envase con 240 ml.,0,0,234,,
2015-02-18,METRO 2015,496,Propofol,Emulsión inyectable 200 mg/20 ml 5 ampolletas o frascos ámpula de 20 ml,0,0,244,,
2015-02-18,METRO 2015,497,Propofol,Emulsión inyectable 500 mg/50 ml Frasco ámpula o jeringa de 50 ml,0,0,245,,
2015-02-18,METRO 2015,498,Propofol,Emulsión inyectable 200 mg/20 ml 5 ampolletas o frascos ámpula de 20 ml,0,0,246,,
2015-02-18,METRO 2015,499,Suxametonio- Cloruro de,Solución inyectable 40 mg/2 ml 5 ampolletas con 2 ml,0,0,252,,
2015-02-18,METRO 2015,500,Vecuronio,Solución inyectable 4 mg/1 ml 50 frascos ámpula con liofilizado y 50 ampolletas con 1 ml de diluyente,0,0,254,,
2015-02-18,METRO 2015,501,Ropivacaina,Solución inyectable 40 mg/20 ml 5 ampolletas con 20 ml,0,0,269,,
2015-02-18,METRO 2015,502,Ropivacaina,Solución inyectable 150 mg/20 ml 5 ampolletas con 20 ml,0,0,270,,
2015-02-18,METRO 2015,503,Bupivacaína,Solución inyectable 5 mg/ml Envase con 30 ml,0,0,271,,
2015-02-18,METRO 2015,504,Neostigmina,Solución inyectable 0.5 mg/ ml 6 ampolletas con 1 ml,0,0,291,,
2015-02-18,METRO 2015,505,Naloxona,Solución inyectable 0.4 mg/ ml 10 ampolletas con 1 ml,0,0,302,,
2015-02-18,METRO 2015,506,Neostigmina,Tableta 15 mg 20 tabletas,0,0,2110,,
2015-02-18,METRO 2015,507,Bupivacaína,"Solución inyectable Bupivacaína 15 mg
Dextrosa 240 mg 5 ampolletas con 3 ml",0,0,4055,,
2015-02-18,METRO 2015,508,Prilocaína- felipresina,"Solución inyectable Prilocaína 54 mg
Felipresina 0.054 UI 1 cartucho de 1.8 ml",0,0,4058,,
2015-02-18,METRO 2015,509,Prilocaína- felipresina,"Solución inyectable Prilocaína 54 mg
Felipresina 0.054 UI 50 cartuchos de 1.8 ml",0,0,4058.01,,
2015-02-18,METRO 2015,510,Rocuronio- Bromuro de,Solución inyectable 50 mg/5 ml 12 ampolletas o frasco ámpula 5 ml,0,0,4059,,
2015-02-18,METRO 2015,511,Cisatracurio- besilato de,Solución inyectable 10 mg/5 ml (2 mg/ml) Ampolleta con 5 ml (10 mg/5 ml),0,0,4061,,
2015-02-18,METRO 2015,512,Diazepam,Solución inyectable 10 mg/ 2 ml 50 ampolletas con 2 ml,0,0,202,,
2015-02-18,METRO 2015,513,Flunitrazepam,Solución inyectable 2 mg 3 ampolletas con 1 ml y 3 ampolletas con diluyente,0,0,206,,
2015-02-18,METRO 2015,514,Flunitrazepam,Solución inyectable 2 mg 5 ampolletas con 1 ml y 5 ampolletas con diluyente,0,0,206.01,,
2015-02-18,METRO 2015,515,Tiopental sódico,Solución inyectable 0.5 g/20 ml Frasco ámpula y diluyente con 20 ml,0,0,221,,
2015-02-18,METRO 2015,516,Ketamina,Solución inyectable 500 mg/10 ml Frasco ámpula con 10 ml,0,0,226,,
2015-02-18,METRO 2015,517,Fentanilo,Solución inyectable 0.5 mg/10 ml 6 ampolletas o frascos ámpula con 10 ml,0,0,242,,
2015-02-18,METRO 2015,518,Etomidato,Solución inyectable 20 mg/10 ml 5 ampolletas con 10 ml,0,0,243,,
2015-02-18,METRO 2015,519,Remifentanilo,Solución inyectable 2 mg 5 frascos ámpula,0,0,248,,
2015-02-18,METRO 2015,520,Efedrina,Solución inyectable 50 mg/2 ml 100 ampolletas con 2 ml,0,0,2107,,
2015-02-18,METRO 2015,521,Midazolam,Solución inyectable 5 mg/5ml 5 ampolletas con 5 ml,0,0,2108,,
2015-02-18,METRO 2015,522,Midazolam,Tableta 7.5 mg 30 tabletas,0,0,2109,,
2015-02-18,METRO 2015,523,Flumazenil,Solución inyectable 0.5 mg/5 ml Ampolleta con 5 ml,0,0,4054,,
2015-02-18,METRO 2015,524,Midazolam,Solución inyectable 15 mg/3 ml 5 ampolletas con 3 ml,0,0,4057,,
2015-02-18,METRO 2015,525,Midazolam,Solución inyectable 50 mg/10 ml 5 ampolletas con 10 ml,0,0,4060,,
2015-02-18,METRO 2015,526,Lidocaína,Solución inyectable al 1% 500 mg/ 50 ml 5 frasco ámpula con 50 ml,0,0,261,,
2015-02-18,METRO 2015,527,Lidocaína,Solución inyectable 100 mg/ 5 ml Ampolleta con 5 ml,0,0,522,,
2015-02-18,METRO 2015,528,Quinidina,Tableta 200 mg 20 tabletas,0,0,527,,
2015-02-18,METRO 2015,529,Propafenona,Tableta 150 mg 20 tabletas,0,0,537,,
2015-02-18,METRO 2015,530,Metildopa,Tableta 250 mg 30 tabletas,0,0,566,,
2015-02-18,METRO 2015,531,Diazóxido,Solución inyectable 300 mg/ 20 ml Ampolleta con 20 ml,0,0,568,,
2015-02-18,METRO 2015,532,Nitroprusiato de sodio,Solución inyectable 50 mg Frasco ámpula,0,0,569,,
2015-02-18,METRO 2015,533,Prazosina,Cápsula o comprimido 1 mg 30 cápsulas o comprimidos,0,0,573,,
2015-02-18,METRO 2015,534,Verapamilo,Gragea o tableta recubierta 80 mg 20 grageas o tabletas recubiertas,0,0,596,,
2015-02-18,METRO 2015,535,Verapamilo,Solución inyectable 5 mg/ 2 ml Ampolleta con 2 ml,0,0,598,,
2015-02-18,METRO 2015,536,Norepinefrina,Solución inyectable 4 mg/ 4 ml 50 ampolletas con 4 ml,0,0,612,,
2015-02-18,METRO 2015,537,Dopamina,Solución inyectable 200 mg/ 5 ml 5 ampolletas con 5 ml,0,0,614,,
2015-02-18,METRO 2015,538,Dobutamina,Solución inyectable 250 mg 5 ampolletas con 5 ml cada una o un frasco ámpula con 20 ml.,0,0,615,,
2015-02-18,METRO 2015,539,Warfarina.,Tableta 5 mg 25 Tabletas,0,0,623,,
2015-02-18,METRO 2015,540,Dipiridamol,Solución inyectable 10 mg 1 ampolletas con 2 ml (5 mg/ml),0,0,642,,
2015-02-18,METRO 2015,541,Dipiridamol,Solución inyectable 10 mg 3 ampolletas con 2 ml (5 mg/ml),0,0,642.01,,
2015-02-18,METRO 2015,542,Dipiridamol,Solución inyectable 10 mg 5 ampolletas con 2 ml (5 mg/ml),0,0,642.02,,
2015-02-18,METRO 2015,543,Dipiridamol,Solución inyectable 10 mg 10 ampolletas con 2 ml (5 mg/ml),0,0,642.03,,
2015-02-18,METRO 2015,544,Estreptoquinasa,Solución inyectable 250 000 UI. Frasco ámpula,0,0,1734,,
2015-02-18,METRO 2015,545,Estreptoquinasa,Solución inyectable 750 000 UI. Frasco ámpula,0,0,1735,,
2015-02-18,METRO 2015,546,Estreptoquinasa,Solución inyectable 1 500 000 UI. Frasco ámpula,0,0,1736,,
2015-02-18,METRO 2015,547,Clonidina,Comprimido 0.1 mg       30 comprimidos,0,0,2101,,
2015-02-18,METRO 2015,548,Diltiazem,Tabletas o grageas 30 mg 30 tabletas o grageas.,0,0,2112,,
2015-02-18,METRO 2015,549,Isoprenalina,Solución inyectable 0.2 mg/ 2 ml Envase con 2 ml,0,0,2115,,
2015-02-18,METRO 2015,550,Propranolol,Solución inyectable 1 mg/ml Ampolleta con 1.0 ml,0,0,2117,,
2015-02-18,METRO 2015,551,Losartán,Gragea o comprimido recubierto 50 mg 30 grageas o comprimidos,0,0,2520,,
2015-02-18,METRO 2015,552,Losartán e hidroclorotiazida,Gragea 50 mg/12.5 mg 30 grageas o comprimidos recubiertos,0,0,2521,,
2015-02-18,METRO 2015,553, Candesartán Cilexetilo - Hidroclorotiazida,Tableta 16.0 mg/12.5mg 28 tabletas,0,0,2530,,
2015-02-18,METRO 2015,554,Telmisartán,Tableta 40 mg 30 tabletas,0,0,2540,,
2015-02-18,METRO 2015,555,"Telmisartán –
hidroclorotiazida",Tableta 80.0 mg/12.5 mg 14 tabletas,0,0,2542,,
2015-02-18,METRO 2015,556,Carvedilol, Tableta  6.250 mg    Envase con 14 tabletas,0,0,2545,,
2015-02-18,METRO 2015,557,Irbesartán,Tableta 150 mg 28 tabletas,0,0,4095,,
2015-02-18,METRO 2015,558,Irbesartán,Tableta 300 mg 28 tabletas,0,0,4096,,
2015-02-18,METRO 2015,559,Irbesartán - hidroclorotiazida,Tableta 150mg/12.5 mg 28 tabletas,0,0,4097,,
2015-02-18,METRO 2015,560,Irbesartán - hidroclorotiazida,Tableta 300 mg/12.5 mg 28 tabletas,0,0,4098,,
2015-02-18,METRO 2015,561,Amiodarona,Solución inyectable 150 mg        6 ampolletas con 3 ml,0,0,4107,,
2015-02-18,METRO 2015,562,Amiodarona,Tableta 200 mg    20 tabletas,0,0,4110,,
2015-02-18,METRO 2015,563,Trinitrato de glicerilo,Parche 5 mg/día 7 parches,0,0,4111,,
2015-02-18,METRO 2015,564,Trinitrato de glicerilo,Solución inyectable 50 mg/10 ml Frasco ámpula con 10 ml,0,0,4114,,
2015-02-18,METRO 2015,565,Isosorbida dinitrato de,Solución inyectable 1 mg/ ml Frasco ámpula con 100 ml,0,0,4118,,
2015-02-18,METRO 2015,566,Isosorbida dinitrato de,Solución inyectable 1 mg/ ml Envase con 10 ampoletas con 10 ml (10mg/10 ml),0,0,4118,,
2015-02-18,METRO 2015,567,Isosorbida mononitrato de,Tableta 20 mg 20 tabletas,0,0,4120,,
2015-02-18,METRO 2015,568,Isosorbida mononitrato de,Tableta 40 mg 20 tabletas,0,0,4121,,
2015-02-18,METRO 2015,569,Pentoxifilina,Solución inyectable 300 mg/15 ml 4 ampolletas con 15 ml,0,0,4122,,
2015-02-18,METRO 2015,570,Pentoxifilina,Solución inyectable 300 mg/15 ml 5 ampolletas con 15 ml,0,0,4122.01,,
2015-02-18,METRO 2015,571,Tirofiban,Solución inyectable 12.5 mg Frasco ámpula con 50 ml,0,0,4123,,
2015-02-18,METRO 2015,572,Tirofiban,Solución inyectable 12.5 mg Envase con una bolsa con 250 ml,0,0,4123.01,,
2015-02-18,METRO 2015,573,Nesiritida,Solución inyectable 1.58 mg Frasco ámpula,0,0,4200,,
2015-02-18,METRO 2015,574,Clopidogrel,Gragea o tableta 75 mg        14 grageas o tabletas,0,0,4246,,
2015-02-18,METRO 2015,575,Clopidogrel,Gragea o tableta 75 mg        28 grageas o tabletas,0,0,4246.01,,
2015-02-18,METRO 2015,576,Cilostazol, Tableta   100 mg    Envase con 30 tabletas,0,0,4307,,
2015-02-18,METRO 2015,577,Levosimendan,Solución inyectable 2.5 mg Frasco ámpula con 5 ml,0,0,5097,,
2015-02-18,METRO 2015,578,Levosimendan,Solución inyectable 2.5 mg Frasco ámpula con 10 ml,0,0,5097.01,,
2015-02-18,METRO 2015,579,Adenosina,Solución inyectable 6 mg    6 frascos ámpula con 2 ml,0,0,5099,,
2015-02-18,METRO 2015,580,Milrinona,Solución inyectable 20 mg Frasco ámpula con 20 ml,0,0,5100,,
2015-02-18,METRO 2015,581,Esmolol,Solución inyectable 100 mg/ 10 ml Frasco ámpula con 10 ml,0,0,5104,,
2015-02-18,METRO 2015,582,Esmolol,Solución inyectable 2.5 g / 10 ml 2 ampolletas con 10 ml,0,0,5105,,
2015-02-18,METRO 2015,583,Alteplasa ,Solución inyectable  50 mg          2 frascos ámpula con liofilizado  2 frascos ámpula con disolvente y equipo esterilizado para su reconstitución.,0,0,5107,,
2015-02-18,METRO 2015,584,Valsartán,Comprimido 80 mg 30 comprimidos,0,0,5111,,
2015-02-18,METRO 2015,585,Tenecteplasa,Solución inyectable 50.0 mg Frasco ámpula y jeringa,0,0,5117,,
2015-02-18,METRO 2015,586,Efedrina,Solución inyectable 50 mg/2 ml 100 ampolletas con 2 ml,0,0,2107,,
2015-02-18,METRO 2015,587,Dobutamina,Solución inyectable 250 mg. Envase con un frasco ámpula con 20 ml.,0,0,,,
2015-02-18,METRO 2015,588,Fluorouracilo,Crema 50 mg/g Envase con 20 g,0,0,903,,
2015-02-18,METRO 2015,589,Ácido retinoico,Crema 0.05 g/ 100 g Envase con 20 g,0,0,904,,
2015-02-18,METRO 2015,590,Betametasona,Ungüento 50 mg/ 100 g Envase con 30 g,0,0,2119,,
2015-02-18,METRO 2015,591,Higroplex,Crema Envase con 80 g,0,0,2120,,
2015-02-18,METRO 2015,592,Lecitina vegetal,Jabón Barra de 90 g,0,0,2121,,
2015-02-18,METRO 2015,593,Lecitina vegetal,Crema Envase con 90 g,0,0,2122,,
2015-02-18,METRO 2015,594,Mupirocina,Ungüento 2 g/100 g Envase con 15 g,0,0,2123,,
2015-02-18,METRO 2015,595,Padimato- parsol mcx y parsol 1789,Crema Envase con 125 g,0,0,2124,,
2015-02-18,METRO 2015,596,Sulfadiazina de plata,Crema 1 g / 100 g Envase con 375 g,0,0,4126,,
2015-02-18,METRO 2015,597,Tacalcitol,Ungüento 0.417 mg Envase con 30 g,0,0,4130,,
2015-02-18,METRO 2015,598,Pimecrolimus,Crema 1 g / 100 g Envase con 15 g,0,0,4131,,
2015-02-18,METRO 2015,599,Pimecrolimus,Crema 1 g / 100 g Envase con 30 g,0,0,4131.01,,
2015-02-18,METRO 2015,600,Clindamicina,Gel 1 g/ 100 g Envase con 30 g,0,0,4136,,
2015-02-18,METRO 2015,601,Tretinoína,Crema 0.05 g /100 g Envase con 30 g,0,0,4137,,
2015-02-18,METRO 2015,602,Imiquimod,"Crema al 5% 12.5 mg Envase con 12 sobres  que contienen
250 mg de crema",0,0,4140,,
2015-02-18,METRO 2015,603,Metoxaleno,Cápsula o tableta 10 mg 30 cápsulas o tabletas,0,0,5126,,
2015-02-18,METRO 2015,604,Antralina,Ungüento 20 mg/ g Envase con 50 g,0,0,5130,,
2015-02-18,METRO 2015,605,Isotretinoína,Cápsula 20 mg 30 cápsulas,0,0,4129,,
2015-02-18,METRO 2015,606,Ivermectina,Tabletas 6 mg Envase con 2 tabletas,0,0,,,
2015-02-18,METRO 2015,607,Metilprednisolona,Solución inyectable 500 mg/ 8 ml 50 frascos ámpula y 50 ampolletas con 8 ml de diluyente,0,0,476,,
2015-02-18,METRO 2015,608,Bezafibrato,Tableta 200 mg 30 tabletas,0,0,655,,
2015-02-18,METRO 2015,609,Ácido nicotínico,Tableta 500 mg 50 tabletas,0,0,656,,
2015-02-18,METRO 2015,610,Pravastatina,Tableta 10 mg 30 tabletas,0,0,657,,
2015-02-18,METRO 2015,611,Tiroxina/ Triyodotironina,Tableta 100 µg/20 µg 50 tabletas,0,0,1005,,
2015-02-18,METRO 2015,612,Calcio,Comprimido efervescente 500 mg 12 comprimidos,0,0,1006,,
2015-02-18,METRO 2015,613,Levotiroxina,Tableta 100 µg 100 tabletas,0,0,1007,,
2015-02-18,METRO 2015,614,Tiamazol,Tableta 5 mg 20 tabletas,0,0,1022,,
2015-02-18,METRO 2015,615,Testosterona,Solución inyectable 250 mg/ ml Ampolleta,0,0,1061,,
2015-02-18,METRO 2015,616,Mesterolona,Tableta 25 mg 10 tabletas,0,0,1062,,
2015-02-18,METRO 2015,617,Gonadotrofina coriónica,"Solución inyectable 5 000 UI/ 1 ó 2 ml
o 250 ?g/ml Envase con 1 frasco ámpula y ampolleta
con 2 ml de diluyente",0,0,1081,,
2015-02-18,METRO 2015,618,Gonadotrofina coriónica,"Solución inyectable 5 000 UI/ 1 ó 2 ml
o 250 ?g/ml Envase con 1 o 3 ampolletas o frascos viales y 1 o 3 ampolletas con 1 ml de diluyente",0,0,1081.01,,
2015-02-18,METRO 2015,619,Gonadotrofina coriónica,"Solución inyectable 5 000 UI/ 1 ó 2 ml
o 250 ?g/ml Envase con un frasco ámpula con liofilizado y frasco ámpula o ampolleta con
1 ml de diluyente",0,0,1081.02,,
2015-02-18,METRO 2015,620,Calcitriol,Cápsula de gelatina blanda 0.25 µg 50 cápsulas,0,0,1095,,
2015-02-18,METRO 2015,621,Desmopresina,Solución nasal 89 µg/ ml Nebulizador con 2.5 ml.,0,0,1097,,
2015-02-18,METRO 2015,622,Desmopresina,Tableta 178 µg 30 tabletas,0,0,1099,,
2015-02-18,METRO 2015,623,Paricalcitol,Solución inyectable 5 µg 5 ampolletas con 1 ml.,0,0,1100,,
2015-02-18,METRO 2015,624,Paricalcitol,Cápsula 2 µg Envase con 30 cápsulas,0,0,1101,,
2015-02-18,METRO 2015,625,Paricalcitol,Cápsula 4 µg Envase con 30 cápsulas,0,0,1102,,
2015-02-18,METRO 2015,626,Glucagon,Solución inyectable 1 mg Ampolleta,0,0,2125,,
2015-02-18,METRO 2015,627,Prednisolona,"Solución oral 100 mg/100 ml
(1 mg/ml) Frasco de 100 ml y vaso graduado para
20 ml.",0,0,2482,,
2015-02-18,METRO 2015,628,Dexametasona,Tableta 0.5 mg 30 tabletas,0,0,3432,,
2015-02-18,METRO 2015,629,Metilprednisolona,Suspensión inyectable 40 mg/ ml Frasco ámpula con 2 ml,0,0,3433,,
2015-02-18,METRO 2015,630,Rimonabant,Tableta 20 mg 28 tabletas,0,0,3900,,
2015-02-18,METRO 2015,631,Rosuvastatina,Tableta 10 mg 30 tabletas,0,0,4023,,
2015-02-18,METRO 2015,632,Ezetimiba,Tableta 10 mg 7 tabletas,0,0,4024,,
2015-02-18,METRO 2015,633,Ezetimiba,Tableta 10 mg 10 tabletas,0,0,4024.01,,
2015-02-18,METRO 2015,634,Ezetimiba,Tableta 10 mg 14 tabletas,0,0,4024.02,,
2015-02-18,METRO 2015,635,Ezetimiba,Tableta 10 mg 21 tabletas,0,0,4024.03,,
2015-02-18,METRO 2015,636,Ezetimiba,Tableta 10 mg 28 tabletas,0,0,4024.04,,
2015-02-18,METRO 2015,637,Ezetimiba,Tableta 10 mg 30 tabletas,0,0,4024.05,,
2015-02-18,METRO 2015,638,Ezetimiba-Simvastatina,Comprimido 10 mg / 20 mg 14 comprimidos,0,0,4025,,
2015-02-18,METRO 2015,639,Ezetimiba-Simvastatina,Comprimido 10 mg / 20 mg 28 comprimidos,0,0,4025.01,,
2015-02-18,METRO 2015,640,Simvastatina,Tableta 20 mg 14 tabletas,0,0,4124,,
2015-02-18,METRO 2015,641,Simvastatina,Tableta 20 mg 30 tabletas,0,0,4124.01,,
2015-02-18,METRO 2015,642,Corticotropina,Solución inyectable 60 UI Frasco ámpula con 5 ml,0,0,4147,,
2015-02-18,METRO 2015,643,Insulina lispro lispro protamina,"Suspensión inyectable 100 UI 2 cartuchos con 3 ml o frasco ámpula con
10 ml.",0,0,4148,,
2015-02-18,METRO 2015,644,Pioglitazona,Tableta 15 mg 7 tabletas,0,0,4149,,
2015-02-18,METRO 2015,645,Rosiglitazona,Tableta 4 mg 14 tabletas,0,0,4150,,
2015-02-18,METRO 2015,646,Rosiglitazona,Tableta 4 mg 28 tabletas,0,0,4150.01,,
2015-02-18,METRO 2015,647,Coriogonadotropina alfa,Solución inyectable 250 µg / 0.5 ml Frasco ámpula con liofilizado  frasco ámpula o ampolleta con 1 ml de diluyente,0,0,4151,,
2015-02-18,METRO 2015,648,Sitagliptina,Comprimido 100 mg 14 comprimidos,0,0,4152,,
2015-02-18,METRO 2015,649,Sitagliptina,Comprimido 100 mg 28 comprimidos,0,0,4152.01,,
2015-02-18,METRO 2015,650,Sitagliptina,Comprimido 50 mg 14 comprimidos,0,0,4153,,
2015-02-18,METRO 2015,651,Sitagliptina,Comprimido 50 mg 28 comprimidos,0,0,4153.01,,
2015-02-18,METRO 2015,652,Vasopresina,Solución inyectable 20 UI Ampolleta,0,0,4154,,
2015-02-18,METRO 2015,653,Insulina aspártica,Solución inyectable 100 UI/ml Frasco ámpula con 10 ml,0,0,4156,,
2015-02-18,METRO 2015,654,Insulina glargina,Solución inyectable 3.64 mg/ml Envase con un frasco ámpula con 10 ml,0,0,4158,,
2015-02-18,METRO 2015,655,Insulina glargina,Solución inyectable 3.64 mg/ml Envase con 5 cartuchos de vidrio con 3 ml en dispositivo desechable.,0,0,4158.01,,
2015-02-18,METRO 2015,656,Corticotropina,Solución inyectable 40 UI Frasco ámpula.,0,0,4159,,
2015-02-18,METRO 2015,657,Fludrocortisona,Comprimido 0.1 mg 100 comprimidos,0,0,4160,,
2015-02-18,METRO 2015,658,Insulina lispro,Solución inyectable 100 UI/ml Frasco ámpula con 10 ml,0,0,4162,,
