FECHA,CONTRATO,No. Concepto,Descripción detallada de los bienes                                                                (principio activo),Presentación                                                                                  unidad de medida ,MAXIMO,MINIMO,CLAVE GOB
2015-01-07,PEMEXF1,777,TRIHEXIFENIDILO ,CLORHIDRATO DE CAJA CON 50 TABLETAS DE 5 MG,0,0,-
2015-01-07,PEMEXF1,781,TRINITRATO ,DE GLICERILO CAJA CON 10 PARCHES 36MG,0,0,-
2015-01-07,PEMEXF1,782,TRINITRATO ,DE GLICERILO CAJA CON 10 PARCHES 18MG,0,0,-
2015-01-07,PEMEXF1,783,VULGARE ,TRITICUM VULGARE EXTRACTO ACUOSO DECAJA CON 10 GASAS 4G CREMA 150MG/G,0,0,-
2015-01-07,PEMEXF1,784,TROMANTADINA ,TUBO 10 GR GEL 1 GR/100 GR,0,0,-
2015-01-07,PEMEXF1,786,TROPICAMIDA,FENILEFRINA FRASCO SOLUCION OFTALMICA  15 ML 0 8 G/5 G/100 ML,0,0,-
2015-01-07,PEMEXF1,787,TROXERRUTINA,CUMARINA CAJA CON 30 TABLETAS 180/30 MG,0,0,-
2015-01-07,PEMEXF1,788,URSODEOXICOLICO,CAJA 50 CAPSULAS 250 MG,0,0,-
2015-01-07,PEMEXF1,789,VALERIANA ,OFFICINALIS CAJA CON 40 GRAGEAS DE 140 MG,0,0,-
2015-01-07,PEMEXF1,791,VALPROATO ,DE MAGNESIO FRASCO SUSPENSION 100 ML 4 G /100 ML,0,0,-
2015-01-07,PEMEXF1,796,VALPROATO ,DE SODIO FRASCO JARABE 120 ML 250 MG,0,0,-
2015-01-07,PEMEXF1,809,VINORELBINE ,BITARTRATO DE CAJA CON 1 CAPSULA 20 MG,0,0,-
2015-01-07,PEMEXF1,811,VITAMINAS,CALCIO MINERALES FRASCO 30 TABLETAS  CA=250MG ,0,0,-
