FECHA,CONTRATO,No. Concepto,Descripción detallada de los bienes                                                                (principio activo),Presentación                                                                                 (unidad de medida),MAXIMO,MINIMO,CLAVE GOB
30/12/2014,PEMEX3,204,CLORHIDRATO DE NAFAZOLINA,FRASCO SOLUCION OFTALMICA 0.12 MG 15 ML,0,0,-
30/12/2014,PEMEX3,205,CLORHIDRATO DE OLOPATADINA,FRASCO SOLUCION OFTALMICA 2.5 ML 0.2%,0,0,-
30/12/2014,PEMEX3,206,CLORMADINONA ACETATO DE,CAJA CON 20 TABLETAS 2 MG,0,0,-
30/12/2014,PEMEX3,207,CLORMADINONA,MESTRANOL CAJA CON 20 TABLETAS 2 MG/80 MCG,0,0,-
30/12/2014,PEMEX3,208,CLOROPIRAMINA CLORHIDRATO DE,CAJA CON 5 AMPULAS 2 ML 20 MG/2 ML,0,0,-
30/12/2014,PEMEX3,209,CLOROPIRAMINA CLORHIDRATO DE,CAJA CON 20 GRAGEAS 25 MG,0,0,-
30/12/2014,PEMEX3,210,CLOROQUINA FOSFATO DE,CAJA CON 30 TABLETAS 150 MG,0,0,-
30/12/2014,PEMEX3,211,CLORPROPAMIDA,METFORMINA CAJA CON 80 TABLETAS 125/513 MG,0,0,-
30/12/2014,PEMEX3,212,CLORTALIDONA,CAJA CON 30 TABLETAS 50 MG,0,0,-
30/12/2014,PEMEX3,213,CLORURO DE POTASIO,FRASCO 50 GRAGEAS 500 MG,0,0,-
30/12/2014,PEMEX3,214,CLORURO DE SODIO,FRASCO 10 ML SOLUCION OFTALMICA 5 %,0,0,-
30/12/2014,PEMEX3,215,CLORURO DE SODIO,GLICEROL FRASCO SOLUCION 30 ML 0.65/1 G/100 ML NASAL ADULTO,0,0,-
30/12/2014,PEMEX3,216,CLOTRIMAZOL,TUBO CREMA VAGINAL 20 G 2%,0,0,-
30/12/2014,PEMEX3,217,COBAMAMIDA,TIOCOLCHICOSIDO FRASCO SOLUCION AMPULA 4 ML 20 MG/4 MG,0,0,-
30/12/2014,PEMEX3,218,COBRE SULFATO ,ZINC SULFATO ALCANFOR CAJA CON 12 SOBRES 389.4 / 1362.9 / 58.3 MG 2.2 GR.,0,0,-
30/12/2014,PEMEX3,219,CODERGOCRINA MESILATO DE,CAJA CON 12 COMPRIMIDOS 4.5 MG,0,0,-
30/12/2014,PEMEX3,220,COLCHICINA,CAJA CON 20 TABLETAS 1 MG,0,0,-
30/12/2014,PEMEX3,221,COLESTIRAMINA,CAJA CON 10 SOBRES DE 4 G/ 9 G,0,0,-
30/12/2014,PEMEX3,222,COLISTIMETATO,FRASCO AMPULA DE 150 MG,0,0,-
30/12/2014,PEMEX3,223,COMPLEJO OSEINICO MINERAL,CAJA CON 36 GRAGEAS 200 MG,0,0,-
30/12/2014,PEMEX3,224,CONDROITIN ,HIALURONATO FRASCO SOLUCION 15 ML 1.8MG / 1.0MG 1 ML,0,0,-
30/12/2014,PEMEX3,225,CROMOGLICATO DE SODIO,FRASCO SOLUCION NASAL 4% 10 ML,0,0,-
30/12/2014,PEMEX3,226,CROTAMITON,TUBO CREMA 30 G 10 %,0,0,-
30/12/2014,PEMEX3,227,DANAZOL,CAJA CON 50 TABLETAS O CAPSULAS 100 MG,0,0,-
30/12/2014,PEMEX3,228,DAPSONA,FRASCO CON 50 TABLETAS 100 MG,0,0,-
30/12/2014,PEMEX3,229,DAPTOMICINA,CAJA CON FRASCO AMPULA VIAL 500 MG.,0,0,-
30/12/2014,PEMEX3,230,DEFLAZACORT,CAJA CON 10 TABLETAS 30 MG,0,0,-
30/12/2014,PEMEX3,231,DEFLAZACORT,CAJA CON 20 TABLETAS 6 MG,0,0,-
30/12/2014,PEMEX3,232,DESCARBOETOXILORATADINA (DESLORATADINA),FRASCO JARABE 120 ML 50 MG,0,0,-
30/12/2014,PEMEX3,233,DESMOPRESINA ACETATO DE,CAJA CON 30 TABLETAS 0.2 MG,0,0,-
30/12/2014,PEMEX3,234,DESMOPRESINA ACETATO DE,FRASCO SOLUCION ATOMIZADOR NASAL 2.5 ML 25 DOSIS 89 MCG/ML,0,0,-
30/12/2014,PEMEX3,235,DESOGESTREL,CAJA CON 28 GRAGEAS 75 MCG,0,0,-
30/12/2014,PEMEX3,236,DESVENLAFAXINA,CAJA CON 14 TABLETAS 100 MG,0,0,-
30/12/2014,PEMEX3,237,DEXAMETASONA,CAJA CON 30 TABLETAS 0.5 MG,0,0,-
30/12/2014,PEMEX3,238,DEXAMETASONA FOSFATO 21,CLORANFENICOL FRASCO SOLUCION GOTAS 10 ML 76/200 MG / 100 ML,0,0,-
30/12/2014,PEMEX3,239,DEXAMETASONA FOSFATO SODICO,FRASCO AMPULA 8 MG 2 ML,0,0,-
30/12/2014,PEMEX3,240,DEXAMETASONA FOSFATO SODICO ,FENILEFRINA NEOMICINA POLIMIXINA B FRASCO SOLUCION GOTAS OFTALMICAS 5 ML 1 MG/1.5 MG/ 3.5 MG/16250 U/1 ML,0,0,-
30/12/2014,PEMEX3,241,DEXAMETASONA ISONICONATO,21 FRASCO AMPULA 2 ML SUSPENSION 8 MG,0,0,-
30/12/2014,PEMEX3,242,DEXKETOPROFENO TROMETAMOL,CAJA CON 3 ÁMPULAS 50 MG 2ML,0,0,-
30/12/2014,PEMEX3,243,DEXTROMETORFAN BROMHIDRATO DE,FRASCO JARABE 120 ML 300 MG/100 ML,0,0,-
30/12/2014,PEMEX3,244,DEXTROMETORFANO BROMHIDRATO,AMBROXOL CLORHIDRATO FRASCO JARABE 120 ML 225/225 MG/100 ML,0,0,-
30/12/2014,PEMEX3,245,DEXTROMETORFANO BROMHIDRATO,GUAIFENESINA FENILEFRINA FRASCO SOLUCION GOTAS PEDIATRICAS 60 ML 200/2000/100 MG / 100 ML,0,0,-
30/12/2014,PEMEX3,246,DIAZEPAM,CAJA CON 20 COMPRIMIDOS 10 MG,0,0,-
30/12/2014,PEMEX3,247,DICICLOVERINA CLORHIDRATO DE,CAJA CON 30 CAPSULAS O TABLETAS 10 MG,0,0,-
30/12/2014,PEMEX3,248,DICLOFENACO POTASICO,FRASCO SUSPENSION GOTAS 20 ML 15 MG/ ML,0,0,-
30/12/2014,PEMEX3,249,DICLOFENACO SODICO,FRASCO SOLUCION GOTAS 5 ML 1 MG / ML,0,0,-
30/12/2014,PEMEX3,250,DICLOFENACO SODICO,CAJA CON 20 TABLETAS CAPSULAS O GRAGEAS LIBERACION PROLONGADA 100 MG,0,0,-
30/12/2014,PEMEX3,251,DICLOXACILINA SODICA,FRASCO C/ POLVO P/ SUSPENSION 60 ML 125 MG/5 ML,0,0,-
30/12/2014,PEMEX3,252,DICLOXACILINA SODICA,FRASCO C/ POLVO P/SUSPENSION 60 ML 250 MG/5 ML,0,0,-
30/12/2014,PEMEX3,253,DICLOXACILINA SODICA,FRASCO AMPULA 500 MG 5 ML,0,0,-
30/12/2014,PEMEX3,254,DICLOXACILINA SODICA MONOHIDRATADA,CAJA CON 12 CAPSULAS 500 MG,0,0,-
30/12/2014,PEMEX3,255,DICLOXACILINA SODICA MONOHIDRATADA,CAJA CON 20 CAPSULAS 250 MG,0,0,-
30/12/2014,PEMEX3,256,DIFENHIDRAMINA,GUAIFENESINA FRASCO JARABE 150 ML 0.28/2.0 G/100 ML,0,0,-
30/12/2014,PEMEX3,257,DIFENIDOL CLORHIDRATO DE,CAJA CON 25 TABLETAS 25 MG,0,0,-
30/12/2014,PEMEX3,258,DIFENIDOL CLORHIDRATO DE,CAJA CON 2 AMPULAS 2 ML 40 MG,0,0,-
30/12/2014,PEMEX3,259,DIGOXINA,FRASCO SOLUCION GOTAS 60 ML 0.005 G/100 ML,0,0,-
30/12/2014,PEMEX3,260,DIGOXINA,CAJA CON 60 TABLETAS 0.25 MG,0,0,-
30/12/2014,PEMEX3,261,DIHIDROERGOTAMINA ,CAFEINA PROPIFENAZONA CAJA CON 30 GRAGEAS 0.5/40/125 MG,0,0,-
30/12/2014,PEMEX3,262,DILTIAZEM CLORHIDRATO DE,CAJA CON 30 COMPRIMIDOS 60 MG,0,0,-
30/12/2014,PEMEX3,263,DILTIAZEM CLORHIDRATO DE,CAJA CON 20 TABLETAS DE LIBERACION PROLONGADA 120 MG,0,0,-
30/12/2014,PEMEX3,264,DILTIAZEM CLORHIDRATO DE,CAJA CON 30 COMPRIMIDOS 30 MG,0,0,-
30/12/2014,PEMEX3,265,DIMENHIDRINATO,CAJA CON 20 TABLETAS 50 MG,0,0,-
30/12/2014,PEMEX3,266,DIMENHIDRINATO,CAJA CON 4 SUPOSITORIOS 25 MG,0,0,-
30/12/2014,PEMEX3,267,DIMETICONA,FRASCO SUSPENSION GOTAS 30 ML 100 MG/ML,0,0,-
30/12/2014,PEMEX3,268,DIMETICONA,MAGALDRATO FRASCO GEL 250 ML 1/8 G,0,0,-
30/12/2014,PEMEX3,269,DIOSMINA,HESPERIDINA CAJA CON 20 TABLETAS O GRAGEAS 450 MG/50 MG,0,0,-
30/12/2014,PEMEX3,270,DIYODOHIDROXIQUINOLEINA,METRONIDAZOL CAJA CON 30 CAPSULAS 200/400 MG,0,0,-
30/12/2014,PEMEX3,271,DOLASETRON MESILATO,FRASCO AMPULA 5 ML 100 MG,0,0,-
30/12/2014,PEMEX3,272,DOMPERIDONA,FRASCO SUSPENSION 60 ML 1 MG/ML,0,0,-
30/12/2014,PEMEX3,273,DOMPERIDONA,CAJA CON 30 TABLETAS 10 MG,0,0,-
30/12/2014,PEMEX3,274,DONEPECILO CLORHIDRATO DE,CAJA CON 28 TABLETAS 10 MG,0,0,-
30/12/2014,PEMEX3,275,DORZOLAMIDA CLORHIDRATO DE,FRASCO SOLUCION GOTAS OFTALMICAS 5 ML 2 %,0,0,-
30/12/2014,PEMEX3,276,DORZOLAMIDA CLORHIDRATO DE ,MALEATO TIMOLOL FRASCO SOLUCION OFTALMICA 5 ML 20/5 MG / 1 ML,0,0,-
30/12/2014,PEMEX3,277,DOXICICLINA HICLATO,CAJA CON 10 CAPSULAS O TABLETAS 100 MG,0,0,-
30/12/2014,PEMEX3,278,DULOXETINA,CAJA CON 28 CAPSULAS 60 MG,0,0,-
30/12/2014,PEMEX3,279,EMTRICITABINE,TENOFOVIR CAJA 30 TABLETAS 200/300MG,0,0,-
30/12/2014,PEMEX3,280,ENALAPRIL MALEATO DE,CAJA CON 30 TABLETAS 20 MG,0,0,-
30/12/2014,PEMEX3,281,ENALAPRIL MALEATO DE,CAJA CON 30 CAPSULAS O TABLETAS 10 MG,0,0,-
30/12/2014,PEMEX3,282,ENALAPRIL,HIDROCLOROTIAZIDA CAJA CON 16 TABLETAS 20/12.5 MG,0,0,-
30/12/2014,PEMEX3,283,ENOXAPARINA SODICA,CAJA CON 2 JERINGAS 40 MG/0.4 ML,0,0,-
30/12/2014,PEMEX3,284,ENOXAPARINA SODICA,CAJA CON 2 JERINGAS 60 MG/0.6 ML,0,0,-
30/12/2014,PEMEX3,285,ERGOMETRINA MALEATO DE,CAJA CON 20 TABLETAS 0.2 MG,0,0,-
30/12/2014,PEMEX3,286,ERGOTAMINA TARTRATO DE ,CAFEINA ACIDO ACETILSALICILICO CAJA CON 36 TABLETAS 1/50/400MG,0,0,-
30/12/2014,PEMEX3,287,ERITROMICINA,CAJA CON 20 CAPSULAS O TABLETAS 500 MG,0,0,-
30/12/2014,PEMEX3,288,ERITROMICINA,FRASCO SUSPENSION 100 ML 250 MG/5 ML,0,0,-
30/12/2014,PEMEX3,289,ERITROMICINA ESTEARATO DE,TUBO UNGÜENTO OFTALMICO 3 G 5 MG / 1 G,0,0,-
30/12/2014,PEMEX3,290,ERITROPOYETINA HUMANA RECOMBINANTE,CAJA CON 6 AMPOLLETAS 2000 U/0.3ML,0,0,-
30/12/2014,PEMEX3,291,ERITROPOYETINA HUMANA RECOMBINANTE,CAJA CON 6 FRASCO AMPULA 4000 UI/ML,0,0,-
30/12/2014,PEMEX3,292,ESCITALOPRAM,CAJA CON 14 TABLETAS 10 MG,0,0,-
30/12/2014,PEMEX3,293,ESPIRAMICINA,METRONIDAZOL CAJA CON 20 COMPRIMIDOS 750000 UI / 125 MG,0,0,-
30/12/2014,PEMEX3,294,ESPIRONOLACTONA,CAJA CON 30 TABLETAS 25 MG,0,0,-
30/12/2014,PEMEX3,295,ESPIRONOLACTONA,CAJA CON 30 TABLETAS 100 MG,0,0,-
30/12/2014,PEMEX3,296,ESTRADIOL,CAJA CON 28 SOBRES 1.0 G GEL,0,0,-
30/12/2014,PEMEX3,297,ESTRADIOL,TUBO GEL 80 G 60 MG / 100 G,0,0,-
30/12/2014,PEMEX3,298,ESTRADIOL BENZOATO DE,PROGESTERONA CAJA CON 1 JERINGA C/1 ML 5/50 MG,0,0,-
30/12/2014,PEMEX3,299,ESTRADIOL HEMIHIDRATADO,DROSPIRENONA CAJA CON 28 COMPRIMIDOS 1/2 MG,0,0,-
30/12/2014,PEMEX3,300,ESTRADIOL HEMIHIDRATADO,NORETISTERONA ACETATO DE CAJA CON 8 PARCHES 3.2/11.2 MG,0,0,-
30/12/2014,PEMEX3,301,ESTRADIOL VALERATO ,NORETISTERONA ENANTATO FRASCO AMPULA 1 ML 5/50 MG,0,0,-
30/12/2014,PEMEX3,302,ESTRADIOL VALERATO DE,CAJA CON 28 GRAGEAS DE 2 MG,0,0,-
30/12/2014,PEMEX3,303,ESTRADIOL VALERATO DE,NORGESTREL CAJA CON 21 GRAGEAS 2/0.5 MG,0,0,-
30/12/2014,PEMEX3,304,ESTRADIOL VALERATO DE  ,TESTOSTERONA ENANTATO JERINGA PRELLENADA 1 ML 5 MG / 100 MG,0,0,-
30/12/2014,PEMEX3,305,ESTROGENOS CONJUGADOS,CAJA CON 42 TABLETAS 0.625 MG,0,0,-
30/12/2014,PEMEX3,306,ESTROGENOS CONJUGADOS,TUBO CREMA 43 G 0.625 MG/G,0,0,-
30/12/2014,PEMEX3,307,ETANERCEP,CAJA CON 4 AMPOLLETAS 25MG,0,0,-
30/12/2014,PEMEX3,308,ETANERCEP,CAJA CON 2 AMPOLLETAS 50MG,0,0,-
30/12/2014,PEMEX3,309,ETINILESTRADIOL,DROSPIRENONA CAJA CON 21 GRAGEAS 0.03/3 MG,0,0,-
30/12/2014,PEMEX3,310,ETINILESTRADIOL,ETONOGESTREL CAJA CON 1 ANILLO VAGINAL CON POLVO 2.7/11.7 MG,0,0,-
30/12/2014,PEMEX3,311,ETINILESTRADIOL,NORELGESTROMINA CAJA CON 3 PARCHES TRANSDERMICOS 0.60 MG/6 MG,0,0,-
30/12/2014,PEMEX3,312,ETONOGESTREL,CAJA 68 MG / 1 IMPLANTE/ 1 APLICADOR,0,0,-
30/12/2014,PEMEX3,313,ETORICOXIB,CAJA CON 14 COMPRIMIDOS 90 MG,0,0,-
30/12/2014,PEMEX3,314,ETORICOXIB,CAJA CON 7 COMPRIMIDOS 120 MG,0,0,-
30/12/2014,PEMEX3,315,EXAMESTANO,CAJA CON 30 GRAGEAS 25 MG,0,0,-
30/12/2014,PEMEX3,316,EXTRACTO ACUOSO DE TRITICUM VULGARE ,FENOXIETANOL CAJA CON 6 OVULOS 600 MG/40 MG,0,0,-
30/12/2014,PEMEX3,317,EXTRACTO ACUOSO DE TRITICUM VULGARE,FENOXIETANOL TUBO CREMA 10 G 150 MG / 10 MG /1 G,0,0,-
30/12/2014,PEMEX3,318,FELODIPINA,CAJA CON 10 TABLETAS 5 MG,0,0,-
30/12/2014,PEMEX3,319,FELODIPINO,METOPROLOL SUCCINATO DE CAJA CON 14 TABLETAS DE LIBERACION PROLONGADA 5/47.5 MG,0,0,-
30/12/2014,PEMEX3,320,FENAZOPIRIDINA,CAJA CON 20 TABLETAS 100 MG,0,0,-
30/12/2014,PEMEX3,321,FENILEFRINA CLORHIDRATO,FRASCO SOLUCION OFTALMICA GOTAS 5 ML AL 10%,0,0,-
30/12/2014,PEMEX3,322,FENITOINA,FRASCO SUSPENSION 120 ML 37.5 MG/5 ML,0,0,-
30/12/2014,PEMEX3,323,FENITOINA SODICA,CAJA CON 50 TABLETAS 100 MG,0,0,-
30/12/2014,PEMEX3,324,FENOBARBITAL,CAJA CON 40 TABLETAS 100 MG,0,0,-
30/12/2014,PEMEX3,325,FENOTEROL,CAJA CON 20 COMPRIMIDOS 5 MG,0,0,-
30/12/2014,PEMEX3,326,FENOTRINA,FRASCO SOLUCION 60 ML 0.2/100 ML,0,0,-
30/12/2014,PEMEX3,327,FENTICONAZOL NITRATO DE,TUBO CREMA 30 G 2 %,0,0,-
30/12/2014,PEMEX3,328,FEXOFENADINA CLORHIDRATO,CAJA CON 10 COMPRIMIDOS 180 MG,0,0,-
30/12/2014,PEMEX3,329,FEXOFENADINA CLORHIDRATO,CAJA CON 10 COMPRIMIDOS 120 MG,0,0,-
30/12/2014,PEMEX3,330,FILGRASTIM,CAJA CON JERINGA PRELLENADA 300MCG/0.5ML,0,0,-
30/12/2014,PEMEX3,331,FINASTERIDA,CAJA CON 30 GRAGEAS O TABLETAS 5 MG,0,0,-
30/12/2014,PEMEX3,332,FLAVOXATO CLORHIDRATO DE,CAJA CON 20 TABLETAS 200 MG,0,0,-
30/12/2014,PEMEX3,333,FLOROGLUCINOL,TRIMETILFLOROGLUCINOL CAJA CON 5 AMPULAS 2 ML 40/0.04 MG,0,0,-
30/12/2014,PEMEX3,334,FLOROGLUCINOL,TRIMETILFLOROGLUCINOL CAJA CON 20 CAPSULAS 80/80 MG,0,0,-
30/12/2014,PEMEX3,335,FLUCONAZOL,CAJA CON 10 CAPSULAS O TABLETAS 100 MG,0,0,-
30/12/2014,PEMEX3,336,FLUCONAZOL,CAJA CON 1 CAPSULA 150 MG,0,0,-
30/12/2014,PEMEX3,337,FLUNARIZINA,CAJA CON 40 TABLETAS 5 MG,0,0,-
30/12/2014,PEMEX3,338,FLUOCINOLONA ACETONIDA,HIDROQUINONA TRETINOINA TUBO CREMA 15 G 0.01/4/0.05/100 G,0,0,-
30/12/2014,PEMEX3,339,FLUOCINOLONA ACETONIDO DE,METRONIDAZOL NISTATINA CAJA CON 10 OVULOS 0.50/500 MG/100000 UI,0,0,-
30/12/2014,PEMEX3,340,FLUOCINOLONA ACETONIDO,POLIMIXINA SULFATO DE NEOMICINA SULFATO DE LIDOCAINA CLORHIDRATO DE FRASCO SOLUCION GOTAS OTICAS 15 ML 0.25 MG/10000 UI/3.5 MG/ 20 MG / 1 ML,0,0,-
30/12/2014,PEMEX3,341,FLUOXETINA CLORHIDRATO,CAJA CON 14 CAPSULAS 20 MG,0,0,-
30/12/2014,PEMEX3,342,FLUTICASONA PROPIONATO DE,FRASCO SUSPENSION 120 DOSIS 14.5 ML 0.5 MG/ML,0,0,-
30/12/2014,PEMEX3,343,FLUTICASONA PROPIONATO DE,FRASCO SUSPENSION AEROSOL 120 DOSIS 50 MCG/DOSIS,0,0,-
30/12/2014,PEMEX3,344,FOLICO ACIDO,FRASCO 20 TABLETAS 5 MG,0,0,-
30/12/2014,PEMEX3,345,FOLINATO CALCICO,CAJA CON 12 TABLETAS 15 MG,0,0,-
30/12/2014,PEMEX3,346,FORMOTEROL FUMARATO,CAJA CON 30 CAPSULAS CON DISPOSITIVO PARA INHALACION 12 MCG,0,0,-
30/12/2014,PEMEX3,347,FUMARATO DE BISOPROLOL,HIDROCLOROTIAZIDA CAJA CON 30 TABLETAS RECUBIERTAS 5 MG/6.25 MG,0,0,-
30/12/2014,PEMEX3,348,FURAZOLIDONA,FRASCO SUSPENSION GOTAS 15 ML 30 MG,0,0,-
30/12/2014,PEMEX3,349,FUROSEMIDA,CAJA CON 20 TABLETAS 40 MG,0,0,-
30/12/2014,PEMEX3,350,FUROSEMIDA,CAJA CON 5 AMPULAS 2 ML 20 MG,0,0,-
30/12/2014,PEMEX3,351,FUSIDICO ACIDO,TUBO UNGÜENTO 15 G 2 %,0,0,-
30/12/2014,PEMEX3,352,GABAPENTINA,CAJA CON 15 CAPSULAS 400 MG,0,0,-
30/12/2014,PEMEX3,353,GABAPENTINA,CAJA CON 15 CAPSULAS 300 MG,0,0,-
30/12/2014,PEMEX3,354,GABAPENTINA,TRAMADOL CAJA CON 30 CAPSULAS 300MG / 25MG,0,0,-
30/12/2014,PEMEX3,355,GALANTAMINA BROMHIDRATO DE,CAJA CON 7 CAPSULAS DE LIBERACION PROLONGADA 16 MG,0,0,-
30/12/2014,PEMEX3,356,GALANTAMINA BROMHIDRATO DE,FRASCO SOLUCION 100 ML 400 MG,0,0,-
30/12/2014,PEMEX3,357,GEMFIBROZILO,CAJA CON 14 TABLETAS RECUBIERTAS 600 MG,0,0,-
30/12/2014,PEMEX3,358,GENTAMICINA SULFATO,CAJA CON 5 AMPULAS 2 ML 160 MG,0,0,-
30/12/2014,PEMEX3,359,GENTAMICINA SULFATO,CAJA CON 5 AMPULAS 2 ML 80 MG,0,0,-
30/12/2014,PEMEX3,360,GESTRINONA,CAJA CON 8 CAPSULAS 2.5 MG,0,0,-
30/12/2014,PEMEX3,361,GINKGO BILOBA EXTRACTO DE,CAJA CON 24 GRAGEAS 40 MG,0,0,-
30/12/2014,PEMEX3,362,GLIBENCLAMIDA,CAJA CON 50 TABLETAS 5 MG,0,0,-
30/12/2014,PEMEX3,363,GLIBENCLAMIDA,METFORMIN CLORHIDRATO DE CAJA CON 30 TABLETAS 5/500 MG,0,0,-
30/12/2014,PEMEX3,364,GLIBENCLAMIDA,METFORMIN CLORHIDRATO DE CAJA CON 30 TABLETAS 2.5/500 MG,0,0,-
30/12/2014,PEMEX3,365,GLICEROL,CAJA CON 10 SUPOSITORIOS BEBE 1.478 G,0,0,-
30/12/2014,PEMEX3,366,GLICIRRICINICO ACIDO,FRASCO SOLUCION SPRAY 60 ML 0.1G/100 ML,0,0,-
30/12/2014,PEMEX3,367,GLICOFOSFOPEPTICAL,CAJA CON 45 CAPSULAS 500 MG,0,0,-
30/12/2014,PEMEX3,368,GLIMEPIRIDA,CAJA CON 15 TABLETAS 4 MG,0,0,-
30/12/2014,PEMEX3,369,GLIMEPIRIDA,CAJA CON 15 TABLETAS 2 MG,0,0,-
30/12/2014,PEMEX3,370,GOSERELINA,CAJA CON JERINGA PRELLENADA CON 1 IMPLANTE 3.6 MG,0,0,-
30/12/2014,PEMEX3,371,GOSERELINA ACETATO DE,CAJA CON JERINGA PRELLENADA CON 1 IMPLANTE 10.8 MG,0,0,-
30/12/2014,PEMEX3,372,GUAIFENESINA,DEXTROMETORFAN FRASCO SOLUCION GOTAS 60 ML 2250/275 MG/100 ML,0,0,-
30/12/2014,PEMEX3,373,GUAIFENESINA,DEXTROMETORFAN FRASCO JARABE 120 ML 100 MG/15 MG/5 ML,0,0,-
30/12/2014,PEMEX3,374,HALOPERIDOL,FRASCO SOLUCION GOTAS 15 ML 2 MG/ML,0,0,-
30/12/2014,PEMEX3,375,HALOPERIDOL,CAJA CON 20 TABLETAS 5 MG,0,0,-
30/12/2014,PEMEX3,376,HEDERA HELIX,FRASCO JARABE 0.7G 100ML,0,0,-
30/12/2014,PEMEX3,377,HIALURONATO DE SODIO,FRASCO 20 DOSIS 0.5 ML 4 SOBRES 4 MG/ML,0,0,-
30/12/2014,PEMEX3,378,HIDROCORTISONA,TUBO CREMA 60 G 1%,0,0,-
30/12/2014,PEMEX3,379,HIDROCORTISONA SUCCINATO SODICO DE,CAJA CON 2 FRASCO AMPULA LIOFILIZADA 500 MG 4 ML DILUYENTE,0,0,-
30/12/2014,PEMEX3,380,HIDROCORTISONA,CLORANFENICOL BENZOCAINA FRASCO SOLUCION OTICAS 10 ML 10/25/20 MG/ML,0,0,-
30/12/2014,PEMEX3,381,HIDROQUINONA,TUBO CREMA 30 G 4%,0,0,-
30/12/2014,PEMEX3,382,HIDROXICLOROQUINA SULFATO DE,CAJA CON 20 TABLETAS 200 MG,0,0,-
30/12/2014,PEMEX3,383,HIDROXIPROPILMETILCELULOSA (HIPROMELOSA),FRASCO SOLUCION GOTAS OFTALMICAS 10 ML 3 MG/ML,0,0,-
30/12/2014,PEMEX3,384,HIDROXIPROPILMETILCELULOSA (HIPROMELOSA),FRASCO SOLUCION OFTALMICA 10 ML 2% 20 MG/ML,0,0,-
30/12/2014,PEMEX3,385,HIDROXIPROPILMETILCELULOSA (HIPROMELOSA),FRASCO SOLUCION OFTALMICA 10 ML 0.5% 5 MG/ML,0,0,-
30/12/2014,PEMEX3,386,HIDROXIPROPILMETILCELULOSA,DEXTRAN 70 FRASCO SOLUCION GOTAS OFTALMICAS 15 ML 3/1 MG /1 ML,0,0,-
30/12/2014,PEMEX3,387,HIDROXIUREA (HIDROXICARBAMIDA),CAJA CON 100 CAPSULAS 500 MG,0,0,-
30/12/2014,PEMEX3,388,HIERRO DEXTRAN COMPLEJO HIDROGENADO,CAJA CON 3 FRASCO AMPULA SOLUCION INYECTABLE 100 MG/1 ML,0,0,-
30/12/2014,PEMEX3,389,HILANO ,SODIO CLORURO SODICO FOSFATO MONOBASICO HIDRATO DE FOSFATO SODICO DIBASICO CAJA CON JERINGA 2 ML INTRA-ARTICULAR 8 MG / 8.5 MG / 0.16 MG / 0.04 MG,0,0,-
30/12/2014,PEMEX3,390,IBANDRONATO DE SODIO MONOHIDRATADO,CAJA CON 1 COMPRIMIDO DE 150 MG,0,0,-
30/12/2014,PEMEX3,391,IBANDRONATO DE SODIO MONOHIDRATADO,CAJA UNA JERINGA PRECARGADA 3 MG/ 3 ML,0,0,-
30/12/2014,PEMEX3,392,IBUPROFENO,FRASCO SUSPENSION 100 ML 100 MG/5 ML,0,0,-
30/12/2014,PEMEX3,393,IBUPROFENO,CAJA 45 GRAGEAS 800 MG,0,0,-
30/12/2014,PEMEX3,394,IBUPROFENO,CAJA CON 10 CAPSULAS TABLETAS O COMPRIMIDOS 400 MG,0,0,-
30/12/2014,PEMEX3,395,IMATINIB MESILATO DE,CAJA CON 60 COMPRIMIDOS 100MG,0,0,-
30/12/2014,PEMEX3,396,IMIPRAMINA CLORHIDRATO DE,CAJA CON 20 GRAGEAS 25 MG,0,0,-
30/12/2014,PEMEX3,397,IMIQUIMOD,CAJA CON 12 SOBRES CREMA 5 % 12.5 MG / 250 MG,0,0,-
30/12/2014,PEMEX3,398,INDACATEROL MALEATO,CAJA CON 30 CAPSULAS INHALABLES 150MCG Y DISPOSITIVO INHALADOR,0,0,-
30/12/2014,PEMEX3,399,INDACATEROL MALEATO,CAJA CON 30 CAPSULAS INHALABLES 300MCG Y DISPOSITIVO INHALADOR,0,0,-
30/12/2014,PEMEX3,400,INDOMETACINA,CAJA CON 28 CAPSULAS 50 MG,0,0,-
30/12/2014,PEMEX3,401,INDOMETACINA,CAJA CON 30 CAPSULAS 25 MG,0,0,-
30/12/2014,PEMEX3,402,INDOMETACINA,CAJA 15 SUPOSITORIOS 100 MG,0,0,-
30/12/2014,PEMEX3,403,INFLIXIMAB,CAJA CON FRASCO POLVO LIOF 100MG 20ML,0,0,-
30/12/2014,PEMEX3,404,INSULINA GLARGINA (INSULINA HUMANA),FRASCO AMPULA 10 ML 3.64 MG/ML 100 UI,0,0,-
30/12/2014,PEMEX3,405,INSULINA LISPRO (ORIGEN ADN RECOMBINANTE),FRASCO AMPULA 10 ML 100 UI/ ML,0,0,-
30/12/2014,PEMEX3,406,INSULINA LISPRO (ORIGEN ADN RECOMBINANTE) ,INSULINA LISPRO PROTAMINA (ORIGEN ADN RECOMBINANTE) FRASCO AMPULA 10 ML 25 UI/75 UI 100 UI/ML,0,0,-
30/12/2014,PEMEX3,407,INSULINA ZINC HUMANA (ORIGEN ADN RECOMBINANTE),FRASCO AMPULA 10 ML 100 UI/ML ACCION RAPIDA,0,0,-
