FECHA,CONTRATO,No. Concepto,Descripción detallada de los bienes                                                                (principio activo),Presentación                                                                                  unidad de medida ,MAXIMO,MINIMO,CLAVE GOB
2015-02-25,OAXACA,190,PILOCARPINA,PILOCARPINA SOLUCIÓN OFTÁLMICA AL 2% 20 MG ML GOTERO INTEGRAL CON 15 ML,0,0,2851
2015-02-25,OAXACA,191,PILOCARPINA,PILOCARPINA SOLUCIÓN OFTÁLMICA AL 4% 40 MG ML GOTERO INTEGRAL CON 15 ML,0,0,2852
2015-02-25,OAXACA,192,INDOMETACINA,INDOMETACINA SUPOSITORIO 100 MG 6 SUPOSITORIOS,0,0,3412
2015-02-25,OAXACA,193,DICLOFENACO,DICLOFENACO CÁPSULA O GRAGEA DELIBERACIÓN PROLONGADA 100 MG 20 CÁPSULAS O GRAGEAS,0,0,3417
2015-02-25,OAXACA,194,NAPROXENO,NAPROXENO SUSPENSIÓN ORAL 125 MG 5 ML ENVASE CON 100 ML,0,0,3419
2015-02-25,OAXACA,195,GLUCOSA,GLUCOSA SOLUCIÓN INYECTABLE AL 50 % ML GLUCOSA ANHIDRA 50 G100 ML ENVASE CON 250,0,0,3606
2015-02-25,OAXACA,196,GLUCOSA,GLUCOSA SOLUCIÓN INYECTABLE AL 50% 50 G 100 ML ENVASE CON 50 ML,0,0,3607
2015-02-25,OAXACA,197,MONTELUKAST,MONTELUKAST GRANULADO 4 MG 30 SOBRES,0,0,4335.02
2015-02-25,OAXACA,198,PREGABALINA,PREGABALINA CÁPSULA 75 MG 28 CÁPSULAS,0,0,4356.01
2015-02-25,OAXACA,199,ESMOLOL,ESMOLOL SOLUCIÓN INYECTABLE. CADA FRASCO ÁMPULA CONTIENE: CLORHIDRATO DE ESMOLOL 100 MG. ENVASE CON UN FRASCO ÁMPULA CON 10 ML. 10 MG ML.,0,0,5104
2015-02-25,OAXACA,200,PANTOPRAZOL ,PANTOPRAZOL O RABEPRAZOL U OMEPRAZOL TABLETA O GRAGEA OCÁPSULA PANTOPRAZOL 40 MG  Ó                  RABEPRAZOL 20 MG   U                 OMEPRAZOL 20 MG 14 TABLETAS O GRAGEAS O CÁPSULAS,0,0,5186.01
2015-02-25,OAXACA,201,CEFALOTINA,CEFALOTINA SOLUCIÓN INYECTABLE 1 G5 MG FRASCO ÁMPULA Y 5 ML DE DILUYENTE,0,0,5256
2015-02-25,OAXACA,202,VITAMINAS (POLIVITAMINAS) Y MINERALES,VITAMINAS POLIVITAMINAS Y MINERALES JARABE VITAMINA A D E C B1 B2B6 B12 NICOTINAMINA Y HIERRO ENVASE CON 240 ML,0,0,5383
2015-02-25,OAXACA,203,NALOXONA,NALOXONA SOLUCIÓN INYECTABLE 0.4 MGML 10 AMPOLLETAS CON 1 ML,0,0,302
2015-02-25,OAXACA,204,MORFINA,MORFINA SOLUCIÓN INYECTABLE 2.5MG ENVASE CON 5 AMPOLLETAS CON 2.5 ML,0,0,2099
2015-02-25,OAXACA,205,CARBAMAZEPINA,CARBAMAZEPINA TABLETA 400 MG 20 TABLETAS,0,0,2164
2015-02-25,OAXACA,206,MIDAZOLAM,MIDAZOLAM SOLUCIÓN INYECTABLE 50 MG10 ML 5 AMPOLLETAS CON 10 ML,0,0,4060
2015-02-25,OAXACA,207,METILFENIDATO,METILFENIDATO2 TABLETA DE LIBERACIÓNPROLONGADA 27 MG 30   TABLETAS DE LIBERACIÓN PROLONGADA,0,0,4471.01
2015-02-25,OAXACA,208,MELOXICAM,MELOXICAM TABLETA DE 15 MG ENVASE  CON 10 TABLETAS,0,0,
2015-02-25,OAXACA,209,GLUCOSA   ,GLUCOSA    SOLUCION INYECTABLE AL 5% 5G100ML FRASCO O BOLSA DE 1000 ML,0,0,
2015-02-25,OAXACA,210,CLORURO DE SODIO ,CLORURO DE SODIO Y GLUCOSA SOLUCION INYECTABLE 0.69 G100 ML Y 5G100 ML FRASCO O BOLSA DE 500 ML,0,0,
2015-02-25,OAXACA,211,AGUA  INYECTABLE,AGUA  INYECTABLE SOLUCIÓN INYECTABLE 500 ML ENVASE CON 500 ML,0,0,
2015-02-25,OAXACA,212,CLARITROMICINA   ,CLARITROMICINA    CADA  FRASCO ÁMPULA DE SOLUCIÓN INYECTABLE CONTIENE: LACTOBIONATO DE CLARITROMICINA EQUIVALENTE A 500 MG. CADA AMPOLLETA CON DILUYENTE CONTIENE: AGUA INYECTABLE 10 ML  VIALES  DE CRISTAL TRANSPARENTE DE 30 ML QUE CONTIENEN EL POLVO LIOFILIZADO Y UNA AMPOLLETA CON 10 ML DE DILUYENTE. ,0,0,
2015-02-25,OAXACA,213,DEXAMETASONA  ,DEXAMETASONA    TABLETAS .75 MG  ENVASE  CON 30 TABLETAS ,0,0,
2015-02-25,OAXACA,214,LACTULOSA  ,LACTULOSA   SUSPENSIÓN  CADA 100 ML DE JARABE CONTIENEN: 66.70 G DE LACTULOSA.  FRASCO  CON 120 ML ,0,0,
2015-02-25,OAXACA,215,METOCLOPRAMIDA  ,METOCLOPRAMIDA   SUSPENSIÓN  100MG 100ML  FRASCO  DE 100ML ,0,0,
2015-02-25,OAXACA,216,PARACETAMOL    ,PARACETAMOL     SUSPENSIÓN  CADA 100 ML. CONTIENE  3.2 G DE PARACETAMOL  FRASCO  DE 120 ML. ,0,0,
2015-02-25,OAXACA,217,CIPROFLOXACINO   ,CIPROFLOXACINO    TABLETAS  O CAPSULAS 500 MG  ENVASE   CON  10 TABLETAS O CAPSULAS ,0,0,
2015-02-25,OAXACA,218,CLARITROMICINA  ,CLARITROMICINA   TABLETAS  DE 500MG  ENVASE  CON 10 TABLETAS ,0,0,
2015-02-25,OAXACA,219,FLUTICASONA  ,FLUTICASONA   SUSPENSIÓN  DE PROPIONATO DE FLUTICASONA PARA NEBULIZADORES 0.5MG 0.2MG  CAJA  C10 AMPOLLETAS  ,0,0,
2015-02-25,OAXACA,220,ISOFLURANO ,ISOFLURANO  LÍQUIDO  CADA ENVASE CONTIENE: ISOFLURANO 100 ML ENVASE  CON 100 ML.,0,0,232
2015-02-25,OAXACA,221,NOREPINEFRINA,NOREPINEFRINA SOLUCIÓN INYECTABLE 4 MG 4 ML ENVASE CON 50 AMPOLLETAS CON 4 ML,0,0,612
2015-02-25,OAXACA,222,FITOMENADIONA ,FITOMENADIONA  SOLUCIÓN  O EMULSIÓN  INYECTABLE CADA AMPOLLETA CONTIENE: FITOMENADIONA 10 MG ENVASE CON 3 AMPOLLETAS DE 1 ML.,0,0,626
2015-02-25,OAXACA,223,HIERRO  DEXTRÁN,HIERRO  DEXTRÁN SOLUCIÓN  INYECTABLE CADA AMPOLLETA CONTIENE: HIERRO EN FORMA DE HIERRO DEXTRÁN 100 MG ENVASE  CON 3 AMPOLLETAS DE 2 ML.,0,0,1705
2015-02-25,OAXACA,224,CLORANFENICOL ,CLORANFENICOL  SOLUCIÓN  INYECTABLE CADA FRASCO ÁMPULA CON POLVO CONTIENE: SUCCINATO SÓDICO DE CLORANFENICOL EQUIVALENTE A 1 G DE CLORANFENICOL. ENVASE  CON UN FRASCO ÁMPULA CON DILUYENTE DE 5 ML.,0,0,1992
2015-02-25,OAXACA,225, AMFOTERICINA  B , AMFOTERICINA  B  SOLUCIÓN  INYECTABLE CADA FRASCO ÁMPULA CON POLVO CONTIENE: AMFOTERICINA B 50 MG   ENVASE  CON UN FRASCO ÁMPULA. ,0,0,2012
2015-02-25,OAXACA,226,FLUCONAZOL ,FLUCONAZOL  SOLUCIÓN  INYECTABLE 100 MG50 ML 2MGML FRASCO  ÁMPULA,0,0,2135
2015-02-25,OAXACA,227,ÁCIDO  NALIDIXICO,ÁCIDO  NALIDIXICO TABLETA  DE 500 MG  ENVASE  CON 30 TABLETAS,0,0,2322
2015-02-25,OAXACA,228,DEXTROMETORFANO ,DEXTROMETORFANO  JARABE  CADA 100 ML CONTIENEN: BROMHIDRATO DE DEXTROMETORFANO 300 MG ENVASE  CON 60 ML Y DOSIFICADOR 15 MG5 ML.,0,0,2431
2015-02-25,OAXACA,229,PREDNISOLONA ,PREDNISOLONA  SOLUCIÓN  ORAL 100 MG10 ML FRASCO  DE 100 ML Y VASITO GRADUADO,0,0,2482
2015-02-25,OAXACA,230,VITAMINAS  Y MINERALES,VITAMINAS  Y MINERALES TABLETA  CADA TABLETA CONTIENE: MONOHIDRATO DE TIAMINA AL 33.3% EQUIVALENTE A 2.4 MG DE TIAMINA RIVOFLAVINA AL 33% ENVASE  CON 30 TABLETAS,0,0,2710
2015-02-25,OAXACA,231,VITAMINAS  Y MINERALES,VITAMINAS  Y MINERALES EQUIVALENTE A 2.7 MGDE RIBOFLAVINA CLORHIDRATO DE PIRIDOXINA EQUIVALENTE A 3.2 MG DE PIRIDOXINA CIANOCOBALAMINA AL 0.1% EQUIVALENTE A 3.9 ?G  ENVASE  CON 60 ML Y GOTERO DE 2 ML.,0,0,2711
2015-02-25,OAXACA,232,GENTAMICINA ,GENTAMICINA  SOLUCIÓN  OFTÁLMICA CADA ML CONTIENE: SULFATO DE GENTAMICINA EQUIVALENTE A 3 MG DE GENTAMICINA.  ENVASE  CON GOTERO INTEGRAL CON 5 ML.,0,0,2828
2015-02-25,OAXACA,233,SEROALBÚMINA  HUMANA ,SEROALBÚMINA  HUMANA O ALBÚMINA HUMANA SOLUCIÓN  INYECTABLE CADA ENVASE CONTIENE: SEROALBÚMINA HUMANA O ALBÚMINA HUMANA 12.5 G  ENVASE  CON 50 ML.,0,0,3662
2015-02-25,OAXACA,234,ALMIDÓN ,ALMIDÓN  SOLUCIÓN  INYECTABLE AL 6 % CADA 100 ML CONTIENEN: POLI O-2 HIDROXIETIL-ALMIDÓN 130000 DALTONS O HIDROXIETIL ALMIDÓN 1300.4 6 G ENVASE  CON 500 ML.,0,0,3666
2015-02-25,OAXACA,235,AGUA  INYECTABLE,AGUA  INYECTABLE SOLUCIÓN  INYECTABLE ENVASE  CON 100 AMPOLLETAS DE 10 ML,0,0,3674
2015-02-25,OAXACA,236,EPTACOG  ALFA (FACTOR DE COAGULACIÓN VII ALFA RECOMBINANTE) ,EPTACOG  ALFA FACTOR DE COAGULACIÓN VII ALFA RECOMBINANTE  SOLUCIÓN  INYECTABLE CADA FRASCO ÁMPULA CON LIOFILIZADO CONTIENE: FACTOR DE COAGULACIÓN VII ALFA RECOMBINANTE 60 000 UI 1.2 MG   ENVASE  CON UN FRASCO ÁMPULA CON LIOFILIZADO Y UN FRASCO ÁMPULA CON 2 ML DE DILUYENTE Y EQUIPO PARA SU ADMINISTRACIÓN. ,0,0,4238
2015-02-25,OAXACA,237,CLORURO  DE SODIO,CLORURO  DE SODIO SOLUCIÓN  INYECTABLE AL 17.7% CADA ML CONTIENE: CLORURO DE SODIO 0.177 G  ENVASE  CON 100 AMPOLLETAS DE 10 ML.,0,0,5386
2015-02-25,OAXACA,238,VITAMINA A,VITAMINA A SOLUCIÓN 200 000 UI POR DOSIS ENVASE CON 50 DOSIS,0,0,3835.01
2015-02-25,OAXACA,239,EFEDRINA ,EFEDRINA  SOLUCIÓN  INYECTABLE CADA AMPOLLETA CONTIENE: SULFATO DE EFEDRINA 50 MG ENVASE  CON 100 AMPOLLETAS CON 2 ML. 25 MGML,0,0,2107
2015-02-25,OAXACA,240,AMBROXOL ,AMBROXOL  SOL. INYECTABLE 15MGML CAJA  CON 10 AMPOLLETAS,0,0,
2015-02-25,OAXACA,241,AMISULPRIDA ,AMISULPRIDA  AMISULPRIDA  TABLETAS 200 MG ENVASE  C20 TABLETAS,0,0,
2015-02-25,OAXACA,242,"ATRACURIO, BESILATO DE ",ATRACURIO BESILATO DE  SOLUCIÓN  INYECTABLE CON 100 MG1ML FRASCO  ÁMPULA  ,0,0,
2015-02-25,OAXACA,243,BEZAFIBRATO ,BEZAFIBRATO  TABLETA  400 MG CAJA  CON 30 TABLETAS,0,0,
2015-02-25,OAXACA,244,BUPIVACAINA  ,BUPIVACAINA  CON EPINEFRINA SOLUCIÓN  INYECTABLE  BUPIVACAINA 5 MG. EPINEFRINA 0.005 MGML. UN  FRASCO ÁMPULA  CON 30ML,0,0,
2015-02-25,OAXACA,245,CLINDAMICINA ,CLINDAMICINA  ÓVULOS  VAGINALES  100 MG CAJA  CON 7 ÓVULOS,0,0,
2015-02-25,OAXACA,246,COMPLEJO   B ,COMPLEJO   B  SOLUCIÓN  INYECTABLE CAJA  CON 5 AMPOLLETAS,0,0,
2015-02-25,OAXACA,247,DIETA  POLIMÉRICA CON FIBRA,DIETA  POLIMÉRICA CON FIBRA MACRO  Y MICRONUTRIMENTOS FIBRA 1.25 A 1.35 G  LATA  DE 400 GRAMOS,0,0,
2015-02-25,OAXACA,248,DIETA  POLIMÉRICA SIN FIBRA,DIETA  POLIMÉRICA SIN FIBRA MACRO  Y MICRÓNUTRIMENTOS LATA  DE 400 GRAMOS,0,0,
2015-02-25,OAXACA,249,FLUVOXAMINA ,FLUVOXAMINA  TABLETAS  DE 100 MG ENVASE   CON 20 TABLETAS,0,0,
2015-02-25,OAXACA,250,HIDROCORTISONA ,HIDROCORTISONA  SOLUCIÓN  INYECTABLE  DE 500 MG5 ML ENVASE  CON 50 FRASCO ÁMPULA ,0,0,
2015-02-25,OAXACA,251,IBUPROFENO ,IBUPROFENO  CADA  TABLETA CONTIENE: IBUPROFENO 400 MG EXCIPIENTE C.B.P. 1 TABLETA. ENVASES  CONTENIENDO 10 20 Y 30 COMPRIMIDOS.,0,0,
2015-02-25,OAXACA,252,IBUPROFENO   ,IBUPROFENO    SUPENSION  CADA 100 ML CONTIENE IBUPROFENO FRASCO  CON 120 ML Y MEDIDA DOSIFICADORA.,0,0,
2015-02-25,OAXACA,253,KETOROLACO ,KETOROLACO  TABLETAS  10 MG.  ENVASE  CON 20 TABLETAS,0,0,
2015-02-25,OAXACA,254,LOFLAZEPATO  DE ETILO,LOFLAZEPATO  DE ETILO TABLETA  DE 2 MG ENVASE  CON 30 TABLETAS,0,0,
2015-02-25,OAXACA,255,MEMANTINA ,MEMANTINA  TABLETAS  DE 10 MG ENVASE  CON 28 TABLETAS,0,0,
2015-02-25,OAXACA,256,NIMODIPINO ,NIMODIPINO  TABLETA  LAQUEADA DE 30 MG ENVASE  CON 30 TABLETAS.,0,0,
2015-02-25,OAXACA,257,NITROFURAZONA ,NITROFURAZONA  POMADA   0.2 G  100 G TARRO  CON 250 MG,0,0,
2015-02-25,OAXACA,258,NITROFURAZONA ,NITROFURAZONA  85 GR. POMADA TUBO  CON 85 G,0,0,
2015-02-25,OAXACA,259,NITROGLICERINA ,NITROGLICERINA  SOLUCIÓN  INYECTABLE 50 MG10 ML ENVASE CON 10 FRASCOS ÁMPULA,0,0,
2015-02-25,OAXACA,260,"NUTRICIÓN  PARENTERAL LÍPIDOS INTRAVENOSOS AL 20%, AMINOÁCIDOS CRISTALINOS AL 10% CON ELECTROLITOS Y GLUCOSA AL 40% CON CALCIO",NUTRICIÓN  PARENTERAL LÍPIDOS INTRAVENOSOS AL 20% AMINOÁCIDOS CRISTALINOS AL 10% CON ELECTROLITOS Y GLUCOSA AL 40% CON CALCIO EMULSIÓN  INYECTABLE ESTÉRIL Y LIBRE DE PIRÓGENOS DE 2000 ML ENVASE  CONTENIENDO BOLSA DE 3 COMPARTIMENTOS DE 2000 ML.,0,0,
2015-02-25,OAXACA,261,PERFENAZINA ,PERFENAZINA  TABLETAS  DE 4  MG.  ENVASE  CON 20 TABLETAS,0,0,
2015-02-25,OAXACA,262,PERFENAZINA ,PERFENAZINA  CADA  TABLETA CONTIENE 10 MG DE PERFENAZINA ENVASE  CON 20 TABLETAS.,0,0,
2015-02-25,OAXACA,263,PIPOTIAZINA ,PIPOTIAZINA  SOLUCIÓN  INYECTABLE 100 MG ENVASE  CON UN FRASCO ÁMPULA DE 4 ML,0,0,
2015-02-25,OAXACA,264,SALBUTAMOL ,SALBUTAMOL  SOLUCIÓN  INYECTABLE 0.25MGML CAJA  CON 5 ÁMPULAS DE 2ML ,0,0,
2015-02-25,OAXACA,265,SUPLEMENTO   ALIMENTICIO,SUPLEMENTO   ALIMENTICIO ALIMENTO   ESPECIALIZADO COMPLETO Y EQUILIBRADO PARA EL CONTROL DE LA GLUCOSA. ENERGÍA: 0.93 KCALML. DISTRIBUCIÓN ENERGÉTICA: 20% DE PROTEÍNAS 47.2% DE HIDRATOS DE CARBONO 32.8% DE LÍPIDOS LATA  DE 400 GRAMOS,0,0,
2015-02-25,OAXACA,266,TRIAZOLAM ,TRIAZOLAM  TABLETAS  DE 0.250 MG ENVASE  CON 30 TABLETAS,0,0,
2015-02-25,OAXACA,267,TRIFLUOPERAZINA,TRIFLUOPERAZINA TABLETAS  10 MG ENVASE  CON 30 TABLETAS,0,0,
2015-02-25,OAXACA,268,ZIPRASIDONA  ,ZIPRASIDONA   SOLUCIÓN  INYECTABLE DE 30  ENVASE  CON UNA ÁMPULA,0,0,
2015-02-25,OAXACA,269,ZUCLOPENTIXOL  ACUPHASE,ZUCLOPENTIXOL  ACUPHASE SOLUCIÓN  INYECTABLE 50 MG ENVASE  CON 2 ÁMPULAS,0,0,
2015-02-25,OAXACA,270,OXOLAMINA ,OXOLAMINA  JARABE  CITRATO DE OXOLAMINA 1G FRASCO  CON 115 ML.,0,0,
2015-02-25,OAXACA,271,MISOPROSTOL ,MISOPROSTOL  TABLETAS  DE 200 MG.  ENVASE  CON 28 TABLETAS,0,0,
2015-02-25,OAXACA,272,FACTOR VIII RECOMBINANTE,FACTOR VIII RECOMBINANTE FRASCO ÁMPULA CON LIOFILIZADO UN FRASCO ÁMPULA CON 10 ML DE DILUYENTE O JERINGA CON 2.5 ML DE DILUYENTE Y EQUIPO PARA ADMINISTRACIÓN SOLUCIÓN INYECTABLE 500 UI,0,0,5253
2015-02-25,OAXACA,273,FACTOR IX,FACTOR IX FRASCO ÁMPULA CON LIOFILIZADO Y FRASCO ÁMPULA CON DILUYENTE  SOLUCIÓN INYECTABLE 500 UI,0,0,5343
2015-02-25,OAXACA,274,FACTOR IX,FACTOR IX FRASCO ÁMPULA CON LIOFILIZADO Y FRASCO ÁMPULA CON DILUYENTE  SOLUCIÓN INYECTABLE 1000 UI,0,0,5344
2015-02-25,OAXACA,275,VASO PRESINA,VASO PRESINA SOLUICION INYECTABLE 20 UI ML AMPOYETA DE 1 ML ,0,0,
2015-02-25,OAXACA,276,INMUNOGLOBULINA G NO MODIFICADA SOLUCION INYECTABLE 6 GR.,INMUNOGLOBULINA G NO MODIFICADA SOLUCION INYECTABLE 6 GR. ENVASE CON FRASCO AMPULA CON 120ML ENVASE,0,0,5240
